"Geneid","log2FC_T20","padj_T20","log2FC_T26","padj_T26"
"Cvel_11820",-12.9857272961542,6.4135289527029e-23,-13.2752815474889,3.23949536969561e-25
"Cvel_30360",-10.1243127663479,9.42529523377925e-13,-13.1342409988662,1.06275302098834e-26
"Cvel_8170",-12.2275132005111,1.69817279709039e-22,-13.1136973249769,1.23004739237091e-26
"Cvel_12561",-12.8487826555127,1.38355207917428e-24,-13.077913764686,3.40935748862967e-26
"Cvel_24537",-13.075179323552,5.60515567730652e-26,-11.3187515530574,4.21631958403905e-26
"Cvel_29912",-12.8099470028378,8.547683593222e-21,-13.0597362302519,5.92182414066403e-23
"Cvel_9590",-11.4526310826214,4.51735914795975e-12,-13.0531193629923,4.31840748855703e-66
"Cvel_27977",-10.0920281890427,1.04149289177743e-19,-13.0513418086691,5.90074558048818e-26
"Cvel_16632",-13.0468751553992,5.24852695315929e-25,-8.74717348242181,1.63786994545801e-39
"Cvel_2748",-12.3012447302391,3.65832405011008e-22,-13.0446606967151,6.25208981911911e-26
"Cvel_20942",-10.0293157356983,1.16865459278223e-23,-13.0392023211983,4.78043574200748e-21
"Cvel_14435",-13.038267930771,1.59730769020607e-25,-12.8880785753583,1.09073156435694e-25
"Cvel_14563",-13.0095484287984,2.89836978766396e-25,-9.23161273720605,1.11491459032087e-38
"Cvel_11487",-12.9627714246087,1.11792839974386e-25,-10.5835705925392,6.60346205530581e-42
"Cvel_20380",-12.6809341531847,2.25242802832808e-24,-12.925147495224,2.63867093716473e-25
"Cvel_20835",-12.9247812980209,2.17269509543572e-25,-8.53241417715629,3.9246170122606e-31
"Cvel_20381",-12.8151527474486,6.05917627216675e-25,-12.9187486412983,9.36831568010085e-26
"Cvel_15921",-12.8900466252214,6.46024132431651e-25,-12.5783347923611,6.11413407098811e-24
"Cvel_33770",-9.73156764027788,3.902856839313e-34,-12.8876303347552,7.03171503922017e-25
"Cvel_11996",-12.3563528666878,6.78260623624306e-23,-12.8543745165222,1.48495431709897e-25
"Cvel_23779",-10.794128806347,2.21789486701424e-23,-12.8432242527506,6.24439548908017e-25
"Cvel_21786",-11.971806369914,2.26833037733279e-21,-12.837346870321,2.09182252576469e-25
"Cvel_10541",-12.7778745735184,1.80659483377211e-24,-12.6186811334984,5.73072857029036e-24
"Cvel_19224",-12.4344810405381,2.34844806936762e-23,-12.7719825703176,6.17193570868334e-25
"Cvel_17728",-8.91278877660334,4.03083799305727e-171,-12.7676148782,1.26337101379132e-32
