"Geneid","log2FC_T20","padj_T20","log2FC_T26","padj_T26"
"Cvel_13296",-10.3743009430288,7.60739499326903e-15,-9.0487563204056,1.95978110708077e-11
"Cvel_16402",-10.3730797015486,2.81006091523581e-13,-9.32883552799272,2.1668401433416e-16
"Cvel_18724",-9.69255087080029,4.58913185118121e-12,-10.3625602404041,9.8363955889641e-16
"Cvel_865",-5.91677319755658,3.14053015762896e-235,-10.3489664219518,1.16703368174714e-116
"Cvel_6223",-7.76061233994521,1.33600090038147e-09,-10.3401486078727,6.53137009405357e-16
"Cvel_29725",-10.0484461139853,1.0482520409786e-13,-10.3380483569123,4.95554845738719e-15
"Cvel_25668",-8.27886063581775,8.63938837757203e-30,-10.3354017936521,1.21056840381301e-30
"Cvel_28529",-10.1446463691709,1.13344182513913e-13,-10.3001568592198,4.44976355387615e-13
"Cvel_30954",-10.294498627989,4.41329945264804e-15,-10.2101411232635,1.57288344245942e-15
"Cvel_16418",-10.2919884579716,1.31422315216668e-15,-9.6089079197949,1.35909145529232e-18
"Cvel_2088",-10.2850261533283,1.212693019198e-14,-4.91626499763158,1.45252564360696e-23
"Cvel_24575",-10.2817949641525,2.85482387668107e-52,-10.0781914017185,5.5637088034055e-52
"Cvel_32486",-10.2646543730692,7.22516518950183e-14,-7.95661542663778,3.67162001272003e-11
"Cvel_26439",-9.45781997116926,1.4095749935248e-12,-10.2626688060677,1.13083019781137e-15
"Cvel_20857",-10.2552075138269,3.66039134050707e-13,-7.41805518689773,6.23056739547557e-06
"Cvel_7815",-10.2545207838258,1.09203052544701e-13,-8.58075078075974,2.87589787180749e-14
"Cvel_5515",-9.57409336072653,1.403486465374e-09,-10.2230032275013,2.81264849186753e-12
"Cvel_18217",-10.2193389462688,4.95282216246033e-12,-6.35102120400189,0.00144138785970016
"Cvel_9045",-10.1967754867549,1.88272807956817e-37,-9.69271858873973,1.60988587300972e-50
"Cvel_24076",-10.1945013284767,1.18121683416321e-18,-9.02491362448515,8.34832070402342e-30
"Cvel_26345",-8.95121402283724,2.19431139688329e-27,-10.1926672136439,1.34762115491027e-20
"Cvel_26373",-10.1729944979283,4.60982826941612e-13,-9.90547421577115,2.937715631298e-14
"Cvel_29980",-10.172444820302,9.40773557145105e-14,-10.0946836059698,2.68730892034808e-15
"Cvel_13373",-9.61768333829149,2.34285642011757e-11,-10.1663709901909,7.69347444743856e-15
"Cvel_1581",-8.89689896144942,7.80740523817723e-58,-10.1631907702448,3.08024062581844e-69
"Cvel_19525",-8.54886824474872,2.72896677358412e-31,-10.150194469096,9.6920461673723e-21
"Cvel_31087",-10.125056553611,3.41368163449561e-13,-10.1477498920819,1.95046265796974e-13
"Cvel_3176",-10.1424400049091,2.70412432518958e-20,-9.57263621079572,3.05474388292419e-26
"Cvel_34335",-8.18441769864797,1.75530901035545e-11,-10.1403038844907,9.64681049044398e-15
"Cvel_7029",-6.63611660587508,1.79756563434814e-09,-10.131484858466,3.99903063817216e-15
"Cvel_28348",-6.09848289847055,1.18782266876286e-13,-10.0896353827781,1.16906156282971e-20
"Cvel_14993",-10.0734911501277,3.14053015762896e-235,-9.92184665912197,9.12361946607515e-107
"Cvel_19702",-10.0706431656788,2.13854913365739e-32,-9.41461819296208,1.21970058995322e-28
"Cvel_8336",-10.0704801947165,2.71431355270505e-12,-9.96820931829143,3.56302919391721e-14
"Cvel_3454",-9.98853638107488,2.24977091862637e-18,-10.0690005584463,1.3472222757168e-123
"Cvel_30181",-10.0378253754459,1.06927852457935e-13,-7.91592217760513,6.74117066554517e-12
"Cvel_15692",-10.0244697924576,3.64465340818717e-08,-9.22588877513927,4.107780703725e-109
"Cvel_29789",-9.13825802831395,1.64728052535777e-15,-10.0154764978627,1.33373293793933e-14
"Cvel_28238",-7.78469495236719,2.74270587391127e-14,-9.99926140909966,1.78543744748392e-14
"Cvel_8709",-8.75959813187282,5.19139173490678e-24,-9.97081522767521,4.38547987604921e-20
"Cvel_1758",-9.30791664819672,1.27746776867343e-10,-9.96533147475682,1.23977511202701e-14
"Cvel_25198",-9.96404308680491,5.13684678212817e-13,-9.84831217481676,2.31171172692036e-13
"Cvel_1586",-9.95619908094699,5.12086279950512e-12,-8.2610218657478,2.38461299824211e-08
"Cvel_20694",-9.86920139535534,8.20314561185314e-13,-9.95365317252429,5.93457946968579e-13
"Cvel_22914",-9.73831680032371,2.86028910865611e-12,-9.93490784746235,1.30771149558333e-14
"Cvel_21087",-9.92952824444456,4.12272965150205e-19,-8.4355737444369,7.49558643524057e-23
"Cvel_35893",-7.59420582137076,6.12981294129669e-98,-9.90625864634783,1.04521337353224e-96
"Cvel_2776",-7.07654384745983,1.40152593427162e-10,-9.90269162430829,1.44352193700278e-13
"Cvel_18185",-9.35779083805629,2.09679413453773e-10,-9.89773695197165,3.93918726157287e-14
"Cvel_3375",-9.88713614189231,7.23369260086263e-13,-5.28460533352988,1.63075994708005e-06
"Cvel_22540",-9.88678540232688,9.00221079467616e-13,-8.49114849923245,2.92059466668827e-09
"Cvel_35274",-8.33891643804498,4.53152363397687e-49,-9.88613514661464,3.69508602637876e-45
"Cvel_4736",-8.75793693956995,1.31761930228376e-08,-9.8778167337614,3.47596644994248e-14
"Cvel_8210",-9.65375013236353,3.98129968805058e-11,-9.8686488606372,2.8621454711131e-10
"Cvel_22149",-9.01826769759192,1.60268667565846e-47,-9.8600863893143,2.18628240322085e-66
"Cvel_9591",-9.84796661445629,4.85812415303966e-11,-7.01535776902117,8.977558291415e-05
"Cvel_9169",-7.63716600046655,7.47164290776964e-17,-9.84557543280967,1.51243702464157e-19
"Cvel_27758",-9.8454256210618,1.19522065957717e-67,-9.22731135551948,8.5210335466214e-82
"Cvel_26368",-7.22560129493478,5.44470599998313e-07,-9.842175161439,3.97360553395175e-13
"Cvel_32819",-9.84077590610891,8.35027811447121e-13,-7.32735669028241,1.47511301756875e-05
"Cvel_16044",-9.81357690034371,5.74573071611159e-11,-9.58710824028767,2.11708474916341e-12
"Cvel_462",-7.6355204059016,1.28880573320858e-160,-9.80615152964856,0
"Cvel_11259",-9.78639816361256,1.43708686515294e-12,-7.82109827630789,3.76783296332176e-07
"Cvel_7272",-9.78024475603909,1.35263458794331e-12,-9.4524561018907,2.51791679584905e-12
"Cvel_34555",-9.27372193368892,1.47545402097792e-10,-9.77199315590239,6.63005954132026e-14
"Cvel_8604",-9.76432829232147,1.53510245561791e-12,-7.05717140987331,1.13532348516509e-18
"Cvel_25884",-9.74993402523407,6.626686597337e-11,-9.33203070004185,5.72735358012695e-09
"Cvel_22571",-9.74956071514042,1.81824116348304e-12,-8.53699836310732,1.95235887793249e-09
"Cvel_10029",-9.25039486114655,4.81016622552247e-10,-9.73761704463919,1.66220676459913e-13
"Cvel_4492",-9.731115162985,2.69724738027936e-12,-8.67264809565451,1.37566105734507e-13
"Cvel_15155",-9.73080202854337,5.4169906358333e-18,-7.98226947795486,8.73176118557935e-40
"Cvel_10709",-7.91504744733211,7.48494983121845e-06,-9.72074566382374,1.75678450306053e-13
"Cvel_7154",-9.70600019381616,2.57543726405077e-12,-7.44230020195155,2.56516578110233e-05
"Cvel_5149",-9.69124808675207,3.79689268904203e-18,-6.62624591720681,3.25183840202227e-13
"Cvel_26437",-9.08084375532968,1.96776903809821e-11,-9.6911794611228,2.54064319598351e-13
"Cvel_36450",-9.69034512220734,6.99582616819908e-12,-9.14443257204791,3.76418609596475e-11
"Cvel_5042",-9.68850784242857,1.70726990214683e-11,-8.00431088671876,2.15269362665126e-07
"Cvel_28164",-6.1439025223508,0.00019139252001418,-9.67959552658446,3.45827797614044e-13
"Cvel_8337",-9.67910175585454,1.05866473683086e-10,-9.54096773783461,4.63704566110674e-13
"Cvel_3435",-8.24327600316529,1.9850732083315e-60,-9.67622845977913,1.17155309611122e-46
"Cvel_2259",-6.59862128837571,4.24627958798824e-09,-9.64583045916419,2.62238661598478e-13
"Cvel_16401",-9.64193706113276,1.65716165989779e-10,-8.65391734260754,1.40407839025809e-13
"Cvel_35513",-9.64010699329308,1.61132022595988e-148,-9.20591990991061,1.88383703087301e-51
"Cvel_4820",-9.42952524153693,5.3067628876483e-61,-9.62667346641589,8.68734073421688e-73
"Cvel_2087",-9.62636789428734,8.10428208773876e-12,-5.23164895828019,4.16222789248214e-24
"Cvel_7894",-7.24557981521623,7.29622952124492e-08,-9.56636867207551,3.3699283779978e-13
"Cvel_3603",-5.94072673283115,2.70626920384954e-18,-9.56444689042108,6.03145889677114e-13
"Cvel_27462",-6.5271622857857,3.55111772922709e-35,-9.54824021827272,8.09213296832844e-18
"Cvel_26016",-8.29351243057254,1.32213996856593e-11,-9.53289638542803,5.4561332334068e-13
"Cvel_15263",-7.32695155658855,1.62147174757881e-07,-9.52189137609064,1.03299389012051e-12
"Cvel_2173",-6.19565238144912,1.1503335034556e-13,-9.50763386639855,1.94909879633237e-12
"Cvel_12288",-9.2765409178785,1.33027239543373e-08,-9.50192352502499,3.20338036490224e-12
"Cvel_16121",-9.47870515857685,4.85421353030384e-11,-9.27197918690368,9.28397384168304e-13
"Cvel_28530",-9.47223416797306,4.53803549188639e-11,-9.30736901915484,2.37680760997753e-10
"Cvel_11999",-6.36921850246158,1.30178032580529e-07,-9.46865134478694,3.10919013982298e-12
"Cvel_30928",-9.4593189494219,2.22335151199192e-11,-4.67128614219899,4.03497694983537e-06
"Cvel_4727",-8.81522416020884,1.51469670917513e-08,-9.45034048736217,1.45469468987767e-12
"Cvel_22570",-9.44769781744858,2.8399198655611e-11,-8.93112770922182,6.26318691520895e-10
"Cvel_23932",-3.53591542839445,3.79834016755269e-05,-9.43404538023533,1.38613276493388e-12
"Cvel_26096",-8.23741827496067,9.04758814638879e-07,-9.43264470148244,1.37953885040112e-12
"Cvel_26095",-9.42473523072282,1.22327457967403e-10,-8.28217140404282,9.33211258887548e-13
"Cvel_27740",-8.62887720787088,2.42027067922013e-25,-9.42037848302217,3.33722270217054e-17
"Cvel_10932",-9.41769306300748,5.07804197959136e-11,-7.99159649171437,7.31032859769511e-12
"Cvel_27761",-9.36325615971463,1.20652436423104e-43,-9.13803020671004,2.89222469906168e-57
"Cvel_16682",-7.43999906233738,1.23017886832589e-35,-9.35259219069857,3.45105212981485e-32
"Cvel_4726",-8.54911425819365,2.26362113021544e-58,-9.3485394228283,2.0921017436634e-54
"Cvel_14773",-8.63632339045439,5.30146060743349e-08,-9.34801118385202,1.36572623038544e-11
"Cvel_2359",-9.34284934852946,1.91081513368906e-10,-8.41162488858269,4.02787029970378e-09
"Cvel_4659",-7.76790868758143,4.32048371050556e-05,-9.34189943676926,3.64841940205603e-28
"Cvel_13326",-7.82447968775865,4.42065462779804e-50,-9.33959289755663,4.45397111667741e-44
"Cvel_17229",-8.26025516583977,1.20062065838923e-06,-9.33299895635944,2.45573972690483e-12
"Cvel_18299",-8.46514673547371,2.89691991752615e-07,-9.32072218802363,1.02012770347041e-11
"Cvel_11258",-9.31918135852199,1.69226412235486e-10,-7.79227388889039,9.74978539159471e-07
"Cvel_5757",-9.31516091685462,8.81377722749643e-65,-8.03081151802792,3.92532106905305e-34
"Cvel_4804",-9.30938700816041,1.26910126493752e-57,-8.66850102083331,1.02309058413121e-70
"Cvel_11127",-9.30728783976676,3.67577145149493e-10,-7.40069403874448,2.77810008645463e-20
"Cvel_13965",-9.30059752432772,1.4068001562634e-10,-8.63644017328472,6.04116543152718e-10
"Cvel_8683",-3.5694053163526,2.93183186851746e-05,-9.29972916184167,2.50380302289011e-12
"Cvel_14980",-7.0991583558333,7.54367231136698e-07,-9.29689075107383,2.21995319404053e-11
"Cvel_15352",-9.29297615240917,1.01315885495942e-13,-7.37116597338836,4.05571138451408e-27
"Cvel_25426",-9.2887840829519,2.45272600189925e-14,-6.86403799063902,2.14233533730342e-37
"Cvel_15746",-9.28611354530764,4.25424157677885e-10,-8.49139422250898,2.73901108437447e-09
"Cvel_14671",-9.27160569254978,2.47644234631497e-10,-5.78556647923525,0.000123250450146671
"Cvel_28308",-8.11165065028244,1.78920268391375e-06,-9.25398811342507,2.33765091453887e-10
"Cvel_29296",-8.67009856588552,4.86424443884132e-08,-9.24943782750809,5.9397859677586e-12
"Cvel_8287",-5.02327519059223,4.50670739328307e-31,-9.23947393994694,3.07347134495164e-45
"Cvel_1556",-7.01011977820852,1.32518204117759e-12,-9.22911078194679,5.82211919370172e-16
"Cvel_2777",-8.54495694183867,7.80766903434262e-12,-9.22884789661081,1.55210469834542e-12
"Cvel_25681",-9.19973599197458,7.73787147962351e-09,-6.8750785997229,3.05625613317034e-67
"Cvel_19276",-5.79229254770805,1.1697022463356e-06,-9.19106667530255,1.15976020105618e-11
"Cvel_17830",-9.17438758259141,2.35215783275526e-09,-5.33908963699438,0.00359099715735337
"Cvel_11906",-8.32249135854398,4.90174184632873e-07,-9.17417200749987,1.18657437013338e-11
"Cvel_32968",-9.17001241085608,1.96320723574095e-11,-7.67650142541279,4.47231660527666e-23
"Cvel_8886",-8.92757304267135,3.01828370660174e-09,-9.1618268919942,2.54284121466206e-11
"Cvel_18298",-9.15845305944936,4.20525041673448e-10,-7.16091468656942,8.2033634151799e-17
"Cvel_26370",-7.92705297669498,2.5183873807589e-23,-9.150679242465,5.97435924862046e-30
"Cvel_10732",-8.09111444944999,4.08086193197344e-65,-9.14657223028634,3.08802877847504e-202
"Cvel_18271",-9.14269936179514,2.02235251174277e-09,-8.79289885516716,2.38263208877017e-10
"Cvel_13257",-7.87469091153254,1.07122290280585e-05,-9.13037421290002,4.23782192883218e-11
"Cvel_32485",-9.12465369259767,1.22327457967403e-10,-6.0983979690432,1.40378009501174e-16
"Cvel_2680",-9.11910364750102,3.72820013038838e-09,-8.42053363682294,4.96691936757124e-08
"Cvel_5547",-5.66356092695483,7.38113119531861e-13,-9.11381452420395,1.32249405780075e-12
"Cvel_11822",-8.9955163605977,3.0801687092661e-09,-9.11364851118208,1.2189203164406e-11
"Cvel_34871",-7.797906068877,1.18800920755591e-19,-9.11012269092796,1.62894378812815e-29
"Cvel_26094",-8.46273548375936,1.82982408731217e-06,-9.10251878927151,5.08921103971717e-11
"Cvel_13818",-8.79564275717624,2.53311273292919e-36,-9.08243391343438,1.46844003663923e-29
"Cvel_3177",-8.05623345405726,6.1274071110758e-19,-9.04565136607757,4.06439303166403e-15
"Cvel_9352",-8.29282435005759,2.07365946368235e-17,-9.03570578228963,2.73743771007051e-23
"Cvel_19275",-8.07740211300721,2.84224168918357e-06,-9.03440375107415,1.15322254301985e-10
"Cvel_25558",-9.0291299299203,1.678345711824e-09,-8.79617450174693,6.13469552761706e-10
"Cvel_22496",-9.01257904609593,2.67747560769244e-51,-7.53130302591424,3.37529108995609e-76
"Cvel_30033",-9.00784993465055,5.1232988970582e-09,-5.05316638988614,4.99334754638089e-09
"Cvel_16403",-8.30287144752057,1.90249470412407e-06,-8.99541190196187,3.92159386181334e-11
"Cvel_27341",-7.11781251425539,1.6342988904195e-07,-8.99458349514492,7.34634983875815e-10
"Cvel_23822",-8.99232846906787,5.86303436353233e-09,-4.99603422026639,9.80661322171276e-07
"Cvel_16043",-8.98876717014963,1.02116527125563e-08,-6.3404698521841,5.80121615901642e-10
"Cvel_19179",-8.97546696059038,2.21544980329924e-06,-8.40278994995019,2.65997652685024e-05
"Cvel_5514",-8.44238491351915,4.65174106514699e-06,-8.95855600735269,8.93222829160964e-10
"Cvel_6523",-8.9547360087976,1.05193712157299e-14,-6.45788127051199,1.4834818098422e-24
"Cvel_13774",-8.94349274692228,3.04966378336588e-09,-8.66022282433141,4.45890457882572e-09
"Cvel_36494",-7.59915473389002,8.13984327124381e-05,-8.93882960323164,8.58971999321143e-11
"Cvel_21647",-8.12471248160275,3.13868061938348e-06,-8.93785449100559,8.52636502808417e-11
"Cvel_13263",-8.93070619900911,1.09239268854656e-08,-7.68152900189158,6.43173166627325e-11
"Cvel_14953",-8.92032421182691,2.65144906485588e-09,-7.70615901895683,4.23782192883218e-11
"Cvel_27739",-8.91742339583566,9.83812346117763e-09,-5.76046034849297,2.80918729346907e-12
"Cvel_3813",-7.57772052013586,5.12104012398058e-53,-8.91413638322883,1.01218211626895e-28
"Cvel_33270",-7.40938210057701,2.448659589997e-94,-8.89847445185774,1.63827967577645e-33
"Cvel_9571",-8.89536334592858,6.5762734190629e-09,-7.45396016535587,3.49564092505796e-06
"Cvel_33271",-8.42676922586216,1.18906290683603e-119,-8.88866156303728,8.13658582138471e-191
"Cvel_13832",-8.88476955260306,4.12037228448451e-09,-8.03030866263115,3.1341846922133e-09
"Cvel_31837",-7.93908384242031,9.66825508030516e-06,-8.88180470711052,2.88908078122393e-10
"Cvel_22197",-6.76587316165667,6.30613933594088e-11,-8.861271512978,1.9217206539069e-15
"Cvel_948",-7.80170462409547,2.13367228199967e-05,-8.81598536120964,1.98695335454875e-10
"Cvel_28309",-6.6399937994443,0.00580947195968061,-8.81408263775226,5.90842343767466e-10
"Cvel_5669",-8.80978917226795,8.23856481823412e-09,-7.0257664020884,0.000281244103106276
"Cvel_18650",-8.80943334025322,2.74307979079368e-07,-8.49151219895689,5.95381497251155e-09
"Cvel_35010",-8.80684806074216,3.62042600532503e-08,-6.2905177244115,3.64646031386073e-06
"Cvel_19762",-8.59722767610905,3.26047885529786e-26,-8.79999652755816,9.99095026239176e-28
"Cvel_15694",-8.74755956620547,2.50634560710228e-10,-8.79229285329441,2.11528426712487e-10
"Cvel_16045",-8.68405474565149,1.35640679636468e-29,-8.7859834047525,2.1069313521056e-22
"Cvel_25902",-8.78399200486885,5.45778815394098e-08,-8.75578918535891,4.19188596434601e-10
"Cvel_25860",-8.58157225234613,6.22863196444816e-07,-8.7829334398133,1.21315303609245e-37
"Cvel_11629",-8.7769832596212,2.70644545449992e-08,-8.09681633537201,1.54589137879202e-12
"Cvel_11126",-4.27384965797769,0.000180042920023344,-8.75890964503735,3.21210509274532e-09
"Cvel_23229",-8.05493319999082,2.536900070575e-06,-8.75566787591289,7.37448991901268e-09
"Cvel_24429",-6.89461280222099,7.84284395095502e-17,-8.75003184549586,6.09470204253609e-14
"Cvel_22199",-8.73496773753724,2.97704207094352e-08,-7.80341442820911,2.27943879173023e-10
"Cvel_512",-8.73165806177097,3.35890493706546e-13,-5.35724234607306,4.8694906043552e-09
"Cvel_1270",-8.72148421199066,2.81197193710342e-08,-3.79047570224656,0.003669657701204
"Cvel_22226",-8.71939908114327,1.6342926201404e-13,-7.78582575447388,4.17648392140234e-07
"Cvel_14432",-8.13970084827855,8.67688609315607e-122,-8.71843289813624,3.91922310686471e-82
"Cvel_19823",-6.01853143904212,1.30111188418562e-06,-8.69754566151484,1.15777702875851e-19
"Cvel_10938",-8.69648443949284,1.72271103537603e-07,-6.91507170595892,2.44117827254336e-08
"Cvel_26555",-7.96378657912102,7.55512677057687e-10,-8.69572424467092,1.01882135705881e-09
"Cvel_21076",-8.36988270909998,3.42621647964768e-07,-8.69057625448112,1.54058776144376e-09
"Cvel_25901",-8.68492773412414,3.64756060049269e-08,-8.68553015354051,8.0253229415367e-10
"Cvel_15875",-8.68130754738062,2.28416580723014e-08,-4.80592768859222,1.75544065795566e-17
"Cvel_28349",-8.6786742358443,4.67055310092909e-08,-8.4269785043408,3.41729740955282e-10
"Cvel_22409",-8.67436973902544,5.10715408428223e-56,-8.67784580409879,4.6234782980482e-171
"Cvel_29837",-6.80914335289273,1.7884595501432e-06,-8.66378573295537,1.81850613088318e-09
"Cvel_27365",-8.6619024061414,2.491574204077e-06,-5.06871770578819,0.00475327887168032
"Cvel_3765",-8.65622688633701,1.97107223482854e-07,-6.70313024398583,6.30643855466187e-07
"Cvel_7814",-8.65260826224307,1.44728571928374e-07,-8.64997070611963,6.19666203788663e-10
"Cvel_890",-8.64786873594105,1.40475158569255e-07,-3.99237521575633,0.0311033657036127
"Cvel_12122",-8.63994873227496,5.46794071576183e-08,-8.13378132182708,5.26717266190287e-08
"Cvel_16960",-7.89953312505224,1.64143777444914e-11,-8.63755114299916,6.00874799077071e-91
"Cvel_15324",-8.62777175538589,2.20805112387518e-30,-6.30443573569158,1.7239287480387e-28
"Cvel_15059",-8.61454634705232,1.55004583735982e-07,-5.52551038934519,9.82830163275964e-09
"Cvel_10807",-8.58544964897679,6.44016123283617e-16,-7.06548799970577,4.09624253578432e-28
"Cvel_14065",-7.80381647184994,1.5345957358625e-05,-8.55933114106379,8.93119754591462e-10
"Cvel_36495",-8.47880157285074,1.77704629993516e-07,-8.556983036559,5.09208840266931e-09
"Cvel_22148",-8.54655936315748,1.91637592169945e-40,-8.16916419213486,3.71883195669811e-90
"Cvel_866",-3.12047510096162,2.68044698677806e-21,-8.5263627456712,1.44678330519054e-37
"Cvel_16795",-8.5173646060234,2.81674344154984e-07,-6.08620883756375,2.51210662467635e-08
"Cvel_13295",-8.49346713236862,4.17604873309196e-35,-6.59010108159312,1.82221975660421e-25
"Cvel_4560",-8.49238484856165,7.59370191283443e-20,-8.31108575651813,2.15628974711287e-30
"Cvel_33635",-6.3444916085912,7.39635456987687e-05,-8.49207350057359,1.52066687906408e-09
"Cvel_2965",-8.4890558992413,5.71966046365972e-16,-7.70659572912032,1.52409035790094e-17
"Cvel_15801",-8.48845209755435,2.38254890700729e-07,-8.01233458733409,1.11872293237473e-07
"Cvel_9788",-8.48581209989458,4.47370757159365e-36,-6.45624104046174,4.43367295055257e-31
"Cvel_22996",-7.20536265570247,5.53054461461251e-21,-8.48392053838145,1.71076413645067e-20
"Cvel_25425",-7.6038721071624,1.36513461755592e-25,-8.47911109493452,2.68198293285271e-20
"Cvel_9243",-7.69310635419232,3.7154153023973e-05,-8.47542891729875,4.0065581161609e-09
"Cvel_10407",-8.47524930756816,1.2921624825616e-07,-7.12919990315792,3.45657276534277e-05
"Cvel_16522",-8.47289139689685,2.14007505893859e-06,-8.12272372103731,8.75439309102153e-06
"Cvel_27496",-8.47096541307121,2.47040763582327e-24,-8.34149712827141,3.20104151571078e-10
"Cvel_17817",-8.47096403094199,7.30481031939634e-13,-5.31248182521999,1.08479276875929e-12
"Cvel_17772",-4.792886577495,0.000137833702292574,-8.4631752936365,1.96908841789501e-09
"Cvel_22088",-8.46076870702175,1.22247581808409e-07,-7.68668562190295,1.39843957358095e-06
"Cvel_8888",-8.45911680549927,1.28250276455849e-07,-8.22535428362477,2.08010948945225e-08
"Cvel_28400",-5.53968611110654,2.18990021064055e-07,-8.44447635032685,1.19494862524102e-08
"Cvel_34336",-5.91413293033415,1.19461326741189e-20,-8.44117564348499,2.01652611302394e-23
"Cvel_21830",-7.63251981002336,1.57421322020477e-08,-8.43766016070042,3.32185745008149e-11
"Cvel_4730",-7.70908397533083,3.76114267932179e-05,-8.43295388779506,1.19463269840173e-08
"Cvel_10708",-6.86692992954826,0.00293362394549705,-8.43274483695447,4.74548938206634e-09
"Cvel_21645",-8.02099562573467,3.86777272623803e-06,-8.42993641069305,4.20016450425165e-09
"Cvel_29999",-8.33264255621711,3.30157272628376e-07,-8.42756048106858,5.53797921647769e-09
"Cvel_15886",-8.42700702914027,1.50497621372192e-07,-7.77055143952145,2.92959371836179e-06
"Cvel_12898",-5.83216419606417,2.11021423051535e-10,-8.42498287387723,3.22774559262778e-13
"Cvel_22968",-8.40103309546756,6.11368317883461e-23,-5.93096994848421,7.2870734475833e-14
"Cvel_23898",-8.39264363702253,7.45077387427407e-32,-7.57579333597244,1.28219722839819e-26
"Cvel_10295",-8.39192945941964,1.77979760277672e-06,-7.65100060928501,6.74539118721453e-06
"Cvel_26687",-7.86978085563746,3.30310608332325e-05,-8.38826136852365,6.90689173679762e-08
"Cvel_23854",-8.38332603298109,4.85341665134365e-19,-6.80664021338359,2.81835014586676e-42
"Cvel_19722",-7.69684381990205,0.000107473176385672,-8.38322894223885,1.99975646167874e-08
"Cvel_34922",-8.3815077173374,3.14009627914998e-22,-7.1589828352308,3.38614980054032e-32
"Cvel_23531",-5.51879218735451,7.17268733617016e-05,-8.37959334435519,7.59582635706920e-09
"Cvel_2468",-8.37487734279322,3.24467120913253e-07,-3.31437616737,0.0176033596618764
"Cvel_32279",-8.21511110585124,2.4259805050341e-06,-8.35433281773351,6.69455804602129e-09
"Cvel_30487",-8.34821746184828,4.94871598503871e-07,-8.1040080536309,2.40539558102409e-07
"Cvel_5949",-8.33402761385545,3.28217665041062e-07,-5.48189214828129,4.48927404688796e-07
"Cvel_27438",-7.86705420013179,1.44637999082041e-17,-8.32605770964111,8.61470396646698e-19
"Cvel_10660",-4.54205732972083,3.28836465811073e-41,-8.3208393713731,3.98069733948719e-24
"Cvel_21731",-8.30405323991788,1.41473417411585e-64,-7.19392345283061,3.60827569330677e-104
"Cvel_23800",-8.29509987242266,6.3940544607003e-07,-5.46586499799844,5.6841415875668e-05
"Cvel_12380",-8.28508151278428,1.01930332849988e-06,-6.22746225497795,1.37673524902069e-05
"Cvel_30485",-5.05792157603445,1.39389129631126e-05,-8.27770267263472,8.61304544068937e-09
"Cvel_18440",-8.27561184764892,7.55320826691194e-28,-6.52683488893434,2.09509923789058e-13
"Cvel_3476",-6.91935201851328,3.90166795045934e-26,-8.2620334709918,1.68556359409232e-52
"Cvel_1271",-8.26182737348155,9.49480683105516e-07,-7.25369265325928,3.86672836722518e-05
"Cvel_3056",-5.25308505575599,0.0091346007364356,-8.25670837826111,9.53660248532312e-09
"Cvel_29338",-6.86996817303164,0.00263115038151381,-8.25256366814595,3.32506020591234e-08
"Cvel_7167",-8.24585030574268,8.94095683827208e-07,-8.1868725506202,4.36073114046128e-08
"Cvel_8466",-7.92875322047649,1.23247705051687e-131,-8.24013676560727,1.44803489162984e-242
"Cvel_22739",-7.83714324998647,9.81622534436806e-05,-8.23884068189641,3.37611239495028e-08
"Cvel_32936",-8.23866918190416,9.83900234906391e-07,-6.17062478831053,1.47379373636701e-05
"Cvel_19240",-7.10848593477573,0.000758934036539077,-8.22693421914915,1.38853451994222e-08
"Cvel_33931",-8.22019057802377,1.02427034880933e-10,-7.33511622506604,2.02387584374238e-18
"Cvel_3178",-8.20083237250228,5.86543788535811e-11,-8.20255625025213,3.97028141643761e-11
"Cvel_17315",-7.04572164169473,2.77970621815196e-05,-8.19304549546299,2.32405611709709e-08
"Cvel_18952",-6.71468457828707,2.18056377005148e-18,-8.18282576407297,7.41740347712819e-34
"Cvel_27641",-5.98129375928718,2.19619094995695e-40,-8.1819299536154,1.78713009939517e-25
"Cvel_26369",-8.16860393934972,3.67775943052793e-13,-8.00416118735217,1.73652413325109e-30
"Cvel_15205",-8.16068332640422,2.5970196609637e-11,-5.06369315113955,1.85951990571219e-08
"Cvel_6753",-8.13791281644637,5.05987853162299e-25,-4.32051748528817,5.96909894189146e-09
"Cvel_19223",-4.32890015704616,1.46269054643408e-07,-8.13661950605706,2.35538297846196e-08
"Cvel_25713",-7.03105785435362,1.69223857565886e-13,-8.12613128013232,1.81473392077397e-12
"Cvel_18745",-8.10824491944853,1.99678988545357e-06,-8.11898678247768,2.80829645988155e-08
"Cvel_29215",-5.23816429494613,0.000306653155971615,-8.09972937498583,3.28224220837657e-08
"Cvel_13360",-8.09710940418336,2.61248018906126e-06,-7.70135526204159,5.48759491005029e-06
"Cvel_9771",-7.30167555882764,0.000324635525326585,-8.09210732819984,6.62350128614655e-08
"Cvel_20695",-8.08682705162304,4.4806149574251e-06,-7.67036901442399,9.73136007213627e-07
"Cvel_21134",-7.45377808878739,0.000151743971193885,-8.08559747034151,2.62357733348335e-06
"Cvel_4453",-6.61687279829459,6.68530293640193e-08,-8.07772824458014,1.69395861827301e-20
"Cvel_769",-6.68839026604754,5.54853166447968e-08,-8.07561796013588,8.33622103159733e-09
"Cvel_3928",-8.07020696730634,3.29953450135532e-06,-6.73632171201963,1.45713980871586e-07
